landuse,latitudes,longitudes
grass,"[45.4402581, 45.4401696, 45.4401627, 45.4401528, 45.4401414, 45.4401295, 45.4401184, 45.4401107, 45.4401021, 45.4400791, 45.4400425, 45.4400415, 45.4400415, 45.4400428, 45.4400455, 45.4401137, 45.4402468, 45.4402509, 45.4402544, 45.4402559, 45.4402562, 45.4402591, 45.4402611, 45.4402623, 45.4402622, 45.4402608, 45.4402581]","[9.2238889, 9.2238702, 9.2238824, 9.2238947, 9.2239023, 9.2239046, 9.2239023, 9.2238976, 9.2238912, 9.2238678, 9.2239103, 9.2239134, 9.2239178, 9.2239211, 9.2239231, 9.2239529, 9.2240123, 9.2240131, 9.2240115, 9.2240056, 9.2239977, 9.2239215, 9.2239031, 9.2238949, 9.2238921, 9.2238902, 9.2238889]"
grass,"[45.4400199, 45.4400122, 45.4400029, 45.4399931, 45.4399841, 45.4399758, 45.4399668, 45.4399508, 45.4399453, 45.4399408, 45.4399474, 45.4399571, 45.4399678, 45.4399782, 45.4399883, 45.439997, 45.4400046, 45.4400122, 45.4400244, 45.4400199]","[9.2238104, 9.2238039, 9.2237995, 9.2237975, 9.2237985, 9.223802, 9.2238084, 9.2238247, 9.2238326, 9.223841, 9.2238479, 9.2238534, 9.2238558, 9.2238563, 9.2238544, 9.2238494, 9.223843, 9.2238346, 9.2238163, 9.2238104]"
industrial,"[45.4238321, 45.4244738, 45.4247994, 45.4243839, 45.4246983, 45.4244939, 45.424159, 45.424057, 45.423986, 45.4239391, 45.4238321]","[9.2332442, 9.232414, 9.232922, 9.233492, 9.2340109, 9.2342755, 9.2337878, 9.2336395, 9.2335281, 9.2334416, 9.2332442]"
farmyard,"[45.4658599, 45.4655128, 45.4654993, 45.4654376, 45.4657752, 45.4658599]","[9.2406553, 9.2404796, 9.240589, 9.2410871, 9.2411542, 9.2406553]"
industrial,"[45.4656407, 45.4656404, 45.4648864, 45.4648489, 45.4646945, 45.4647246, 45.4646761, 45.4646489, 45.4646239, 45.4646015, 45.4645815, 45.4645643, 45.4645499, 45.4645383, 45.4645297, 45.4645241, 45.4645216, 45.4645731, 45.4645768, 45.4645848, 45.4645969, 45.4646129, 45.4646324, 45.464655, 45.4646801, 45.4647073, 45.4647358, 45.4649532, 45.4654961, 45.4655264, 45.4655392, 45.4657892, 45.465809, 45.4658274, 45.4658443, 45.4658596, 45.4658732, 45.465885, 45.4658949, 45.465903, 45.4659091, 45.4659132, 45.4659202, 45.4659199, 45.4659171, 45.4659119, 45.4659042, 45.4658942, 45.4658819, 45.4658674, 45.4658508, 45.4658323, 45.4656407]","[9.2413929, 9.2413096, 9.2411858, 9.2411796, 9.2411542, 9.241637, 9.2417107, 9.2417507, 9.2417935, 9.241839, 9.2418869, 9.2419369, 9.2419886, 9.2420418, 9.2420961, 9.2421512, 9.2422067, 9.2429937, 9.2430355, 9.243076, 9.2431143, 9.2431497, 9.2431813, 9.2432084, 9.2432305, 9.2432469, 9.2432575, 9.2432637, 9.2432587, 9.2429446, 9.2428279, 9.2425336, 9.2425084, 9.2424812, 9.242452, 9.2424211, 9.2423886, 9.2423548, 9.2423197, 9.2422837, 9.2422469, 9.2422095, 9.2420516, 9.2420119, 9.2419725, 9.2419335, 9.2418954, 9.2418584, 9.2418229, 9.241789, 9.2417572, 9.2417276, 9.2413929]"
commercial,"[45.4473478, 45.4472312, 45.446629, 45.4469988, 45.4473353, 45.4473745, 45.447482, 45.4479587, 45.4478885, 45.4473478]","[9.253751, 9.253579, 9.2543924, 9.2549409, 9.255446, 9.2554133, 9.2553006, 9.2546456, 9.2545438, 9.253751]"
grass,"[45.4478842, 45.447762, 45.4477356, 45.4477409, 45.4477503, 45.4478337, 45.4478842]","[9.25521, 9.2553766, 9.2553381, 9.2553255, 9.2553121, 9.2551991, 9.25521]"
retail,"[45.4499408, 45.4499208, 45.4496385, 45.4496178, 45.449459, 45.4493868, 45.4494042, 45.4495173, 45.4496893, 45.4497106, 45.4497818, 45.4499408]","[9.2529053, 9.2529331, 9.2533253, 9.2533541, 9.2531169, 9.2530109, 9.252987, 9.2528321, 9.2525965, 9.2525674, 9.2526725, 9.2529053]"
grass,"[45.4503915, 45.4503465, 45.4502908, 45.4502302, 45.4501581, 45.4501081, 45.4501029, 45.4500979, 45.4500964, 45.4500989, 45.4501193, 45.4501282, 45.4501327, 45.4501357, 45.4501362, 45.4501332, 45.4501287, 45.4501218, 45.4501133, 45.4501138, 45.4501188, 45.4501267, 45.4501347, 45.4501417, 45.4501476, 45.450166, 45.4501884, 45.4502182, 45.4502491, 45.4502789, 45.4503077, 45.4503445, 45.4503878, 45.4503933, 45.4503962, 45.4503967, 45.4503957, 45.4503915]","[9.2575903, 9.2576253, 9.2576662, 9.2577059, 9.2577514, 9.2577794, 9.2577797, 9.2577761, 9.2577684, 9.2577591, 9.2576833, 9.2576379, 9.2575954, 9.2575479, 9.2574948, 9.2574487, 9.2574132, 9.2573672, 9.2573232, 9.2573133, 9.2573048, 9.257302, 9.2573034, 9.2573083, 9.2573176, 9.2573601, 9.2574019, 9.2574459, 9.2574799, 9.2575082, 9.2575288, 9.2575465, 9.25756, 9.2575642, 9.2575706, 9.2575777, 9.2575841, 9.2575903]"
grass,"[45.4497398, 45.4495058, 45.4492286, 45.4491505, 45.4490677, 45.4489657, 45.448851, 45.448706, 45.4485435, 45.4484147, 45.4482697, 45.4480992, 45.4479446, 45.4479329, 45.4480033, 45.4492154, 45.449451, 45.4498418, 45.4499525, 45.4498605, 45.4499081, 45.4500493, 45.4500648, 45.4500744, 45.4500812, 45.4500822, 45.4500783, 45.4500677, 45.4500551, 45.4500367, 45.4500145, 45.4499913, 45.4499651, 45.4499245, 45.4497398]","[9.2579829, 9.2580991, 9.2582308, 9.2582763, 9.2583149, 9.2583558, 9.2583966, 9.2584398, 9.2584829, 9.2585125, 9.2585374, 9.2585602, 9.2585738, 9.2583777, 9.2583647, 9.2580747, 9.2579461, 9.2577455, 9.2571609, 9.2569451, 9.2569061, 9.2573321, 9.2573845, 9.2574341, 9.2574852, 9.2575334, 9.25759, 9.2576492, 9.2576961, 9.2577416, 9.2577857, 9.2578161, 9.2578437, 9.2578712, 9.2579829]"
grass,"[45.4478468, 45.4478951, 45.447935, 45.447963, 45.4479766, 45.4479746, 45.4479573, 45.447926, 45.4478836, 45.4478339, 45.4477811, 45.4477247, 45.4476764, 45.4476415, 45.4476237, 45.447625, 45.4476451, 45.447682, 45.4477316, 45.4477886, 45.4478468]","[9.2567417, 9.2567113, 9.256662, 9.2565981, 9.2565254, 9.2564501, 9.2563791, 9.2563184, 9.2562734, 9.2562482, 9.2562449, 9.2562672, 9.2563143, 9.2563813, 9.2564607, 9.2565441, 9.2566224, 9.2566871, 9.2567313, 9.2567502, 9.2567417]"
grass,"[45.4474592, 45.4472462, 45.4472377, 45.4472337, 45.4472337, 45.4472372, 45.4472437, 45.4472541, 45.44727, 45.4473352, 45.4473894, 45.44744, 45.4475205, 45.4474592]","[9.2564422, 9.256593, 9.2566036, 9.2566164, 9.2566319, 9.256644, 9.2566553, 9.2566617, 9.2566624, 9.2566596, 9.2566624, 9.2566704, 9.2566931, 9.2564422]"
grass,"[45.4469751, 45.4468289, 45.446741, 45.4466845, 45.446638, 45.4466329, 45.4466441, 45.4466875, 45.44675, 45.4468286, 45.4470027, 45.4471857, 45.4473065, 45.447472, 45.4479034, 45.4478906, 45.4478644, 45.4478378, 45.4477337, 45.4474163, 45.4472788, 45.4470135, 45.4468934, 45.446834, 45.4468003, 45.4467977, 45.4468433, 45.4468958, 45.4470091, 45.447059, 45.4471277, 45.4471769, 45.4472255, 45.4472712, 45.4473191, 45.4474647, 45.4474883, 45.4475098, 45.4475265, 45.447541, 45.4475507, 45.4475528, 45.4475494, 45.447541, 45.4475306, 45.4475175, 45.4475036, 45.4474141, 45.4473697, 45.4473205, 45.4472726, 45.447231, 45.4471839, 45.4471436, 45.4470934, 45.4470365, 45.4469751]","[9.2569143, 9.2570564, 9.2572157, 9.2573881, 9.2576494, 9.2577913, 9.2579021, 9.2580568, 9.2582026, 9.2582999, 9.2584439, 9.2585425, 9.2585835, 9.2585889, 9.2585769, 9.2584101, 9.2583626, 9.2583358, 9.2583379, 9.2583497, 9.2583064, 9.2581306, 9.2579905, 9.257868, 9.2577078, 9.2575041, 9.2573344, 9.2571815, 9.2570349, 9.2570052, 9.2569746, 9.2569627, 9.2569568, 9.2569598, 9.2569697, 9.2570201, 9.257024, 9.2570191, 9.2570082, 9.2569855, 9.2569558, 9.2569252, 9.2568955, 9.2568688, 9.25685, 9.2568352, 9.2568283, 9.2568036, 9.2567967, 9.2567927, 9.2567947, 9.2568006, 9.2568115, 9.2568253, 9.2568471, 9.2568757, 9.2569143]"
grass,"[45.447486, 45.4476945, 45.4476986, 45.4476986, 45.4476956, 45.4476892, 45.4476645, 45.4476351, 45.4476158, 45.4476087, 45.4476034, 45.4476005, 45.4475952, 45.447587, 45.4475747, 45.44756, 45.44754, 45.44752, 45.4475018, 45.4474719, 45.447486]","[9.2558024, 9.2561096, 9.2561222, 9.2561331, 9.256144, 9.256154, 9.2561682, 9.2561883, 9.2562034, 9.2562042, 9.2561975, 9.2561875, 9.2561398, 9.2560887, 9.2560368, 9.2559883, 9.2559364, 9.2558945, 9.2558644, 9.25582, 9.2558024]"
grass,"[45.4475729, 45.447624, 45.4476263, 45.4476316, 45.4476398, 45.4476545, 45.4476551, 45.4476522, 45.4476469, 45.4476416, 45.4476346, 45.4475729]","[9.2557422, 9.2556718, 9.2557087, 9.255748, 9.2557815, 9.2558259, 9.2558334, 9.2558409, 9.2558426, 9.2558401, 9.2558342, 9.2557422]"
grass,"[45.4463116, 45.4465912, 45.4467306, 45.446823, 45.446903, 45.4469641, 45.4469881, 45.4469941, 45.4469986, 45.4469996, 45.4469986, 45.4469961, 45.4469916, 45.4469384, 45.4468887, 45.4468405, 45.4468086, 45.4467601, 45.4467132, 45.4466721, 45.446639, 45.446607, 45.4465876, 45.446575, 45.446567, 45.4465624, 45.4465636, 45.4465716, 45.4465864, 45.4466129, 45.4466342, 45.4466686, 45.4466691, 45.4466676, 45.4466641, 45.4466586, 45.4466537, 45.4466189, 45.4465811, 45.4465551, 45.4465082, 45.4464499, 45.4463985, 45.446362, 45.4463346, 45.4463753, 45.4463116]","[9.2584177, 9.2584857, 9.2585183, 9.2585346, 9.2585476, 9.2585529, 9.2585542, 9.2585521, 9.2585457, 9.2585379, 9.2585308, 9.2585251, 9.2585202, 9.2584883, 9.258455, 9.258416, 9.2583869, 9.2583356, 9.2582737, 9.2582037, 9.2581337, 9.2580506, 9.2579839, 9.2579204, 9.2578487, 9.2577575, 9.2576729, 9.2575914, 9.25751, 9.2573969, 9.2573163, 9.2572171, 9.257209, 9.2572019, 9.2571984, 9.2571984, 9.2572026, 9.2572607, 9.2573359, 9.2574059, 9.2575524, 9.2577576, 9.2579628, 9.2581549, 9.2582901, 9.2583206, 9.2584177]"
grass,"[45.4462723, 45.4462263, 45.4463574, 45.4464986, 45.4466021, 45.4467272, 45.4468616, 45.4468645, 45.4467649, 45.4466176, 45.4464406, 45.4462723]","[9.258615, 9.2588361, 9.2588683, 9.2589027, 9.2589234, 9.2589469, 9.2589676, 9.2587456, 9.258729, 9.2587001, 9.2586573, 9.258615]"
grass,"[45.4300303, 45.4300614, 45.4299808, 45.4299498, 45.4300303]","[9.2413694, 9.2414469, 9.2415124, 9.2414349, 9.2413694]"
grass,"[45.4303799, 45.4304159, 45.4303785, 45.4303198, 45.4302864, 45.4303799]","[9.2421995, 9.2422235, 9.2423494, 9.2423442, 9.2422721, 9.2421995]"
grass,"[45.4243762, 45.4243273, 45.4242689, 45.4241974, 45.4241541, 45.4239545, 45.423851, 45.4238058, 45.4237117, 45.4236533, 45.4236646, 45.4237042, 45.423851, 45.4240186, 45.4239922, 45.4238303, 45.4237079, 45.4236741, 45.4236213, 45.423592, 45.4236125, 45.4236616, 45.4237023, 45.423735, 45.4238141, 45.4239082, 45.4240091, 45.4243762]","[9.2530686, 9.2529989, 9.2530552, 9.2531518, 9.2531893, 9.2533394, 9.2533689, 9.2533662, 9.2531518, 9.252551, 9.2518724, 9.2513011, 9.250888, 9.2506976, 9.2506493, 9.2508531, 9.2511213, 9.2512823, 9.2517678, 9.252403, 9.2528417, 9.2531058, 9.2533099, 9.2533981, 9.2534854, 9.2535054, 9.2535218, 9.2530686]"
grass,"[45.4242087, 45.4241021, 45.4240419, 45.424011, 45.4239798, 45.4239357, 45.4239188, 45.4239037, 45.4239094, 45.4239225, 45.4239621, 45.4241428, 45.4241033, 45.4241466, 45.4241861, 45.4242313, 45.424168, 45.4242087]","[9.2526368, 9.2527651, 9.2528376, 9.2528809, 9.2528992, 9.2528836, 9.2528648, 9.2527709, 9.2526904, 9.2526448, 9.2527199, 9.252508, 9.2524276, 9.2524195, 9.2524383, 9.2524732, 9.2525532, 9.2526368]"
meadow,"[45.4513534, 45.4513666, 45.4513694, 45.451361, 45.4513431, 45.4513271, 45.4511154, 45.4510101, 45.4510082, 45.451138, 45.4511465, 45.4513534]","[9.2118367, 9.2119399, 9.2119721, 9.212015, 9.2120419, 9.2120579, 9.2119828, 9.211948, 9.211897, 9.2118528, 9.2119037, 9.2118367]"
meadow,"[45.4511275, 45.4511397, 45.4512916, 45.4512971, 45.4513691, 45.4514317, 45.4514419, 45.4514562, 45.4514111, 45.4513921, 45.4513668, 45.4513605, 45.4511453, 45.4511342, 45.4510586, 45.4510526, 45.4514849, 45.4514975, 45.4515255, 45.4515055, 45.4514555, 45.4514725, 45.4514264, 45.4514008, 45.4513885, 45.4513758, 45.4513267, 45.4512719, 45.4512186, 45.4511932, 45.4511275]","[9.2113114, 9.2114017, 9.2113588, 9.2114243, 9.2114022, 9.2118139, 9.2118742, 9.2119723, 9.2119858, 9.2119915, 9.2120591, 9.2120963, 9.212023, 9.2120772, 9.2120547, 9.212089, 9.212242, 9.2122124, 9.2121467, 9.212019, 9.2116979, 9.2116932, 9.2113749, 9.2113815, 9.2112987, 9.2112396, 9.2112604, 9.2112742, 9.2112877, 9.2112941, 9.2113114]"
meadow,"[45.4510493, 45.451063, 45.4509989, 45.4509923, 45.4510493]","[9.2117562, 9.2118482, 9.2118685, 9.2117706, 9.2117562]"
farmland,"[45.4667679, 45.4658876, 45.4659169, 45.4650073, 45.4651599, 45.466944, 45.4667679]","[9.2566846, 9.2568017, 9.2574209, 9.257605, 9.2590108, 9.2586008, 9.2566846]"
industrial,"[45.4478795, 45.4478316, 45.4478024, 45.4477841, 45.44777, 45.4477582, 45.4477517, 45.4477502, 45.4477549, 45.4477625, 45.4477756, 45.4477921, 45.4478112, 45.4478387, 45.4478733, 45.4479369, 45.4481808, 45.4482823, 45.4486119, 45.4485165, 45.4492302, 45.4488293, 45.4478795]","[9.2493923, 9.2494885, 9.2495716, 9.2496327, 9.2497011, 9.2497654, 9.2498413, 9.2499264, 9.2500122, 9.2500806, 9.250153, 9.2502207, 9.2502864, 9.2503569, 9.2504269, 9.2505253, 9.2501948, 9.2503239, 9.249854, 9.2496922, 9.2486801, 9.2480794, 9.2493923]"
grass,"[45.4364747, 45.4364246, 45.4363878, 45.436353, 45.4363394, 45.4363414, 45.4363677, 45.4363996, 45.4364193, 45.4364594, 45.4364926, 45.436528, 45.4365545, 45.4365641, 45.436571, 45.4365678, 45.4365434, 45.4365122, 45.4364747]","[9.2387311, 9.238734, 9.2387582, 9.2388126, 9.238867, 9.2389363, 9.2390059, 9.2390415, 9.2390533, 9.2390608, 9.2390518, 9.2390237, 9.2389801, 9.238951, 9.2388941, 9.2388558, 9.2387873, 9.2387504, 9.2387311]"
religious,"[45.4616983, 45.4616352, 45.4615702, 45.4614505, 45.4614064, 45.4613986, 45.4614259, 45.4617399, 45.4618556, 45.4620464, 45.4620472, 45.462048, 45.461999, 45.4620019, 45.4620491, 45.46205, 45.4619371, 45.4618676, 45.461696, 45.4616971, 45.4616983]","[9.2220377, 9.2220376, 9.2220374, 9.2220371, 9.222037, 9.223186, 9.2231865, 9.2231906, 9.2231921, 9.2231946, 9.2230181, 9.2228219, 9.2228209, 9.2225727, 9.2225736, 9.2223634, 9.2223629, 9.2223625, 9.2223617, 9.2221992, 9.2220377]"
grass,"[45.4413203, 45.4415378, 45.4415004, 45.4412924, 45.4413119, 45.441303, 45.4413203]","[9.2255795, 9.2258473, 9.2259062, 9.2256509, 9.2256187, 9.2256078, 9.2255795]"
grass,"[45.4413449, 45.4414271, 45.4413629, 45.4412807, 45.4413449]","[9.2258547, 9.2259412, 9.2260652, 9.2259787, 9.2258547]"
grass,"[45.4433186, 45.443391, 45.4433797, 45.4434639, 45.4434884, 45.4433186]","[9.2256966, 9.2255779, 9.2255645, 9.2254277, 9.2256758, 9.2256966]"
grass,"[45.4434804, 45.4437825, 45.4437834, 45.4435293, 45.4435058, 45.4434804]","[9.2254255, 9.2254096, 9.2254244, 9.2256524, 9.2256718, 9.2254255]"
grass,"[45.442902, 45.4431986, 45.443232, 45.4432666, 45.4432972, 45.4433369, 45.4429761, 45.442902]","[9.2253035, 9.2256744, 9.2256926, 9.2257003, 9.2256988, 9.2256343, 9.2251831, 9.2253035]"
grass,"[45.443137, 45.4430531, 45.4430029, 45.4430869, 45.4431286, 45.443137]","[9.2250659, 9.2252023, 9.2251396, 9.2250032, 9.2250553, 9.2250659]"
grass,"[45.4439664, 45.4439664, 45.4439782, 45.4439784, 45.4438951, 45.4438942, 45.4439664]","[9.2254193, 9.2255578, 9.2255578, 9.2255974, 9.2255994, 9.225422, 9.2254193]"
grass,"[45.4473606, 45.4473306, 45.4472403, 45.446862, 45.446672, 45.4465365, 45.4465534, 45.4466757, 45.4468827, 45.4472441, 45.4473813, 45.4474473, 45.4474585, 45.4474585, 45.4474209, 45.4473606]","[9.2559412, 9.2560192, 9.2561238, 9.256593, 9.2568748, 9.2571216, 9.2571375, 9.2569256, 9.2567084, 9.2564295, 9.2563221, 9.2562472, 9.2561666, 9.2560539, 9.2559761, 9.2559412]"
grass,"[45.4472346, 45.4472064, 45.446768, 45.4466457, 45.4465553, 45.4464424, 45.4463934, 45.4463464, 45.446337, 45.4464085, 45.4465364, 45.4466512, 45.4468864, 45.4469091, 45.4472346]","[9.2558179, 9.2557751, 9.2563544, 9.2565181, 9.2566629, 9.2568962, 9.257041, 9.2571858, 9.2573011, 9.2571268, 9.2568317, 9.2566601, 9.2563382, 9.2562525, 9.2558179]"
grass,"[45.445097, 45.444905, 45.4445813, 45.4443781, 45.4442821, 45.4442953, 45.4443932, 45.4444985, 45.4446265, 45.4447018, 45.445097]","[9.260289, 9.2602943, 9.2602407, 9.260112, 9.2600452, 9.2604285, 9.2604553, 9.2604982, 9.2605089, 9.2605089, 9.260289]"
grass,"[45.4467434, 45.4462053, 45.4461621, 45.4460736, 45.4459306, 45.4458346, 45.4457989, 45.4457782, 45.4457706, 45.4457782, 45.4458553, 45.4460303, 45.4461958, 45.4463615, 45.4464782, 45.4465252, 45.4466475, 45.4467434]","[9.2591571, 9.2590393, 9.2590793, 9.2593558, 9.2597284, 9.2598815, 9.2599322, 9.2599701, 9.2599915, 9.2600422, 9.2599778, 9.2598357, 9.2596506, 9.259447, 9.2593397, 9.2592968, 9.2592161, 9.2591571]"
construction,"[45.4646963, 45.4646973, 45.4646977, 45.4647027, 45.464703, 45.4644152, 45.4644052, 45.4644042, 45.464692, 45.464693, 45.4646941, 45.4646953, 45.4646963]","[9.2223018, 9.2224719, 9.2225359, 9.2233251, 9.2233685, 9.2233722, 9.2217953, 9.2216307, 9.221627, 9.2217872, 9.2219625, 9.2221468, 9.2223018]"
grass,"[45.4529195, 45.4529719, 45.4528823, 45.4529366, 45.4527204, 45.4526985, 45.4526851, 45.4526823, 45.4526947, 45.4529195]","[9.2542073, 9.2541299, 9.2539764, 9.2539289, 9.2535989, 9.2536247, 9.2536573, 9.2536899, 9.2537238, 9.2542073]"
residential,"[45.4685252, 45.4685238, 45.4685232, 45.4688408, 45.4688687, 45.4688753, 45.4688484, 45.4688254, 45.4688329, 45.4685451, 45.4685437, 45.468542, 45.46854, 45.4685384, 45.4685364, 45.4685348, 45.4685328, 45.4685312, 45.4685289, 45.4685275, 45.4685252]","[9.2354228, 9.2352788, 9.2352352, 9.2352299, 9.2352293, 9.2361028, 9.2361003, 9.2361143, 9.2374769, 9.2374769, 9.2374255, 9.2372472, 9.2370297, 9.2368519, 9.2366372, 9.2364612, 9.236245, 9.2360727, 9.2358269, 9.2356795, 9.2354228]"
industrial,"[45.4538605, 45.4544328, 45.4539593, 45.45364, 45.453368, 45.4528003, 45.4521853, 45.4516247, 45.4506763, 45.4506713, 45.4507295, 45.4538605]","[9.2554964, 9.2584772, 9.2587636, 9.258758, 9.2589603, 9.2601573, 9.260753, 9.2604295, 9.2583749, 9.2582168, 9.2580859, 9.2554964]"
commercial,"[45.4337935, 45.4339461, 45.4341907, 45.4348682, 45.4343206, 45.4342641, 45.4335714, 45.4340533, 45.4338976, 45.4337935]","[9.26413, 9.2642963, 9.2640818, 9.2622982, 9.261201, 9.2612976, 9.2631134, 9.2634701, 9.2638879, 9.26413]"
retail,"[45.4332835, 45.4331536, 45.4331141, 45.4330708, 45.4330765, 45.4333587, 45.4333776, 45.4334303, 45.4335564, 45.4336524, 45.4338763, 45.4339736, 45.4342641, 45.4335714, 45.4333292, 45.4332835]","[9.263733, 9.2636123, 9.2635131, 9.2633066, 9.2631698, 9.2621748, 9.2620782, 9.2619468, 9.261582, 9.2612199, 9.2606406, 9.2607521, 9.2612976, 9.2631134, 9.2637377, 9.263733]"
construction,"[45.4484412, 45.4482235, 45.4480662, 45.4479647, 45.4470901, 45.4473655, 45.4474365, 45.4484412]","[9.2194137, 9.2197936, 9.2199425, 9.2198092, 9.218664, 9.2182237, 9.2181111, 9.2194137]"
grass,"[45.4394927, 45.4394537, 45.4394507, 45.4394475, 45.4394868, 45.4395348, 45.4406373, 45.4412041, 45.4415972, 45.4423249, 45.4421233, 45.4420474, 45.4419976, 45.4419482, 45.4419014, 45.4409621, 45.4398269, 45.439595, 45.4394927]","[9.2425098, 9.2424084, 9.2423038, 9.2421212, 9.2420123, 9.2418621, 9.2433143, 9.2440364, 9.24453, 9.245461, 9.2454566, 9.2454521, 9.2454374, 9.2454175, 9.2453766, 9.2442052, 9.2428963, 9.2426085, 9.2425098]"
farmland,"[45.4508399, 45.451062, 45.4510544, 45.4509415, 45.4507609, 45.4506631, 45.4505953, 45.4505652, 45.4505916, 45.4506819, 45.4508399]","[9.2617053, 9.2628211, 9.2631859, 9.2638457, 9.263674, 9.2631966, 9.2626172, 9.2623168, 9.2622256, 9.2619199, 9.2617053]"
farmland,"[45.450934, 45.4505577, 45.449504, 45.4497937, 45.450155, 45.4503846, 45.4506292, 45.4507346, 45.450934]","[9.2640012, 9.2656857, 9.2652458, 9.2650312, 9.2646235, 9.2644143, 9.2640763, 9.2638779, 9.2640012]"
farmland,"[45.4487739, 45.4482621, 45.448533, 45.4489959, 45.4494212, 45.4497486, 45.4500798, 45.4504448, 45.4487739]","[9.2651546, 9.2665654, 9.2667049, 9.2669088, 9.266839, 9.2666674, 9.2665279, 9.2660183, 9.2651546]"
farmland,"[45.4481115, 45.448597, 45.4480325, 45.4477314, 45.4473287, 45.4464179, 45.4455636, 45.4452399, 45.4451722, 45.4451496, 45.4451496, 45.4451647, 45.4452437, 45.4453641, 45.4460943, 45.4468056, 45.4477954, 45.4481115]","[9.2665064, 9.26516, 9.2648864, 9.2649186, 9.2649347, 9.2651814, 9.2655408, 9.2657232, 9.2658627, 9.2660451, 9.2662167, 9.2663562, 9.2664313, 9.266426, 9.2663133, 9.2662221, 9.266324, 9.2665064]"
commercial,"[45.4264329, 45.4263335, 45.4263034, 45.4254285, 45.4253315, 45.4252647, 45.4248205, 45.4247772, 45.4245682, 45.4245155, 45.4242689, 45.4242011, 45.4242124, 45.424395, 45.4243705, 45.4245607, 45.4249555, 45.4249296, 45.4248826, 45.4257541, 45.4258426, 45.4258719, 45.425988, 45.4260156, 45.426258, 45.4264329]","[9.2538079, 9.2539045, 9.2538444, 9.2548979, 9.2546417, 9.2548951, 9.2553886, 9.2554664, 9.2556836, 9.2556702, 9.2552169, 9.2550507, 9.2549783, 9.2547825, 9.2544392, 9.2536452, 9.2535721, 9.253184, 9.2531839, 9.2524919, 9.2526823, 9.2526579, 9.252894, 9.2529478, 9.2534821, 9.2538079]"
retail,"[45.4249203, 45.4239884, 45.4237493, 45.4236853, 45.4243667, 45.4249203]","[9.2522069, 9.2532885, 9.2531383, 9.2520359, 9.2511695, 9.2522069]"
grass,"[45.4346903, 45.4347054, 45.4346373, 45.434578, 45.4345272, 45.4344733, 45.4344337, 45.4344066, 45.4344157, 45.4344566, 45.4345148, 45.4345651, 45.4346393, 45.4346342, 45.4343258, 45.4343356, 45.4342989, 45.4342681, 45.4342408, 45.4339329, 45.4334081, 45.4332038, 45.4333501, 45.4335514, 45.4337033, 45.4337864, 45.4339004, 45.4339969, 45.434079, 45.4342211, 45.4343697, 45.4346903]","[9.2527, 9.2527264, 9.2528171, 9.2529274, 9.2530564, 9.2532639, 9.2534601, 9.2537076, 9.2539488, 9.2541454, 9.2543063, 9.2543879, 9.2544886, 9.2544995, 9.2542876, 9.2542475, 9.2542488, 9.2542427, 9.2542281, 9.2539859, 9.2535497, 9.2533569, 9.2534218, 9.2534577, 9.2534576, 9.2534471, 9.2534105, 9.2533669, 9.2533199, 9.2532123, 9.2530593, 9.2527]"
construction,"[45.4477127, 45.4480662, 45.4470901, 45.4468131, 45.4463709, 45.4464374, 45.4465201, 45.4466043, 45.4470361, 45.4470513, 45.4471008, 45.4473551, 45.4473799, 45.4474279, 45.4474499, 45.4478077, 45.4477127]","[9.2202691, 9.2199425, 9.218664, 9.2190877, 9.2191225, 9.2205297, 9.2205097, 9.2204865, 9.2203825, 9.2205106, 9.2209278, 9.2208665, 9.2210752, 9.2210637, 9.2212491, 9.2211335, 9.2202691]"
grass,"[45.4568169, 45.4568167, 45.4568162, 45.4569201, 45.4569199, 45.4568603, 45.456644, 45.4566454, 45.4568733, 45.456873, 45.4568169]","[9.2402939, 9.2403752, 9.2405523, 9.2405529, 9.2406145, 9.2407603, 9.2407592, 9.2402002, 9.2402013, 9.2402942, 9.2402939]"
grass,"[45.4567779, 45.4568739, 45.4568737, 45.4569118, 45.4569111, 45.4569476, 45.4569474, 45.4570436, 45.4570432, 45.4569864, 45.4569863, 45.4570692, 45.4570827, 45.4571146, 45.4571498, 45.4568765, 45.4568637, 45.4567635, 45.4567779]","[9.239935, 9.2399354, 9.2400328, 9.240033, 9.2402944, 9.2402945, 9.2403759, 9.2403763, 9.2405535, 9.2405532, 9.2406077, 9.2406081, 9.2406271, 9.2405885, 9.2405509, 9.2398515, 9.2398188, 9.2398983, 9.239935]"
